iter	Logloss
768	0.2889193108
769	0.2888688596
770	0.2888574309
771	0.288826608
772	0.2887915828
773	0.2887576609
774	0.2887299385
775	0.2886901018
776	0.2886620428
777	0.2886450727
778	0.288617462
779	0.2885889744
780	0.2885543731
781	0.2885210496
782	0.2884877215
783	0.2884551556
784	0.2884424108
785	0.2884367653
786	0.2884174935
787	0.2883815088
788	0.2883604266
789	0.2883423807
790	0.2883119388
791	0.2882797983
792	0.2882429198
793	0.2882171349
794	0.2881819397
795	0.2881626695
796	0.2881353481
797	0.2881043308
798	0.2880763789
799	0.2880584952
800	0.288042832
801	0.2880226986
802	0.2880014252
803	0.2879539612
804	0.2879181233
805	0.2878857303
806	0.2878483407
807	0.2878236132
808	0.2877930321
809	0.2877662953
810	0.2877461359
811	0.287711882
812	0.2876811555
813	0.2876640997
814	0.2876320938
815	0.2876033905
816	0.2875791512
817	0.2875420034
818	0.2875069368
819	0.2874592632
820	0.2874234942
821	0.2873887796
822	0.287365382
823	0.2873309352
824	0.2873012463
825	0.2872965405
826	0.2872575226
827	0.2872125546
828	0.2871900798
829	0.2871611025
830	0.2871408804
831	0.2871168309
832	0.2870826871
833	0.2870606975
834	0.2870386741
835	0.2870185836
836	0.2869697316
837	0.2869363622
838	0.2869111221
839	0.286875174
840	0.2868608239
841	0.2868310891
842	0.2868053745
843	0.2867809409
844	0.2867396274
845	0.286726803
846	0.2867097732
847	0.2866837098
848	0.2866782602
849	0.2866508959
850	0.2866176428
851	0.2866039109
852	0.2865762773
853	0.2865415949
854	0.2865149636
855	0.2864834123
856	0.2864549308
857	0.2864309884
858	0.286409161
859	0.2863789104
860	0.2863517206
861	0.2863047479
862	0.2862747239
863	0.2862419345
864	0.2862194214
865	0.286189027
866	0.286158397
867	0.2861466041
868	0.2861234161
869	0.2860927631
870	0.2860673164
871	0.2860173901
872	0.2859959528
873	0.2859687875
874	0.285948472
875	0.2859198161
876	0.2858855408
877	0.2858616764
878	0.2858443038
879	0.2858180904
880	0.2857925273
881	0.2857684778
882	0.2857361995
883	0.2857062092
884	0.2856744176
885	0.2856478292
886	0.285618532
887	0.285586615
888	0.2855609035
889	0.2855382894
890	0.2855221671
891	0.2854897986
892	0.285466479
893	0.2854529446
894	0.2854257869
895	0.2854086377
896	0.285387854
897	0.285372982
898	0.2853687383
899	0.2853479591
900	0.28533197
901	0.2853095197
902	0.2852927317
903	0.2852639778
904	0.2852344404
905	0.285208077
906	0.2851783575
907	0.2851601769
908	0.2851357846
909	0.2851110204
910	0.2850902458
911	0.2850728793
912	0.2850236799
913	0.2850055146
914	0.2849701496
915	0.2849533111
916	0.28492288
917	0.2848933993
918	0.2848730455
919	0.2848519496
920	0.2848184088
921	0.2848069235
922	0.2847708928
923	0.2847408856
924	0.2846988085
925	0.2846657375
926	0.2846427791
927	0.2846098719
928	0.2845948576
929	0.2845596961
930	0.2845333817
931	0.2844930446
932	0.2844634016
933	0.284442878
934	0.2844104299
935	0.2843797937
936	0.2843589656
937	0.2843340942
938	0.2843033662
939	0.2842832313
940	0.284261234
941	0.2842364621
942	0.2842062315
943	0.2841820136
944	0.2841628842
945	0.2841320108
946	0.2841115408
947	0.2840821794
948	0.2840477081
949	0.2840216278
950	0.2839936575
951	0.2839706915
952	0.2839320714
953	0.2839020443
954	0.2838835179
955	0.2838498011
956	0.2838313098
957	0.2838063987
958	0.2837741311
959	0.2837499684
960	0.2837207707
961	0.2836961488
962	0.2836747376
963	0.2836489129
964	0.2836168014
965	0.2836007036
966	0.2835763633
967	0.2835467341
968	0.2835266559
969	0.2834953601
970	0.2834663736
971	0.2834381631
972	0.2834167167
973	0.2833871533
974	0.2833459714
975	0.283314342
976	0.2832956426
977	0.2832791515
978	0.2832550392
979	0.2832330006
980	0.2831891789
981	0.2831740085
982	0.2831586973
983	0.2831160417
984	0.2830882412
985	0.2830610927
986	0.2830316227
987	0.283018125
988	0.2829953456
989	0.2829739069
990	0.2829454315
991	0.282908553
992	0.2828865741
993	0.2828679971
994	0.2828526033
995	0.2828185115
996	0.2827847565
997	0.2827443674
998	0.2827263245
999	0.2827042675
